valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
824,2001,189,Staind,509,264707,774,1,25CMmGsl22APKhfuj4Tp7j,549,6,143,-4.053.999.999.999.990,1,It's Been Awhile,67,338,116.529,Staind - It's Been Awhile
7.659.999.999.999.990,2001,189,Sum 41,568,207093,8.440.000.000.000.000,0,1HNE2PX70ztbEl6MLxrpNL,0.0,9,607,-5.875,1,In Too Deep,74,505,116.046,Sum 41 - In Too Deep
472,2001,0.25,Journey,491,248907,802,0,77NNZQSqzLNqh2A9JhLRkg,0.0,4,387,-7.106,1,Don't Stop Believin',75,392,119.25,Journey - Don't Stop Believin'
626,2001,579,Sum 41,402,178267,914,1,4KacUpvbA3Mfo05gttTjhN,0.0,9,65,-5.215,1,Fat Lip,73,142,196.505,Sum 41 - Fat Lip
484,2001,216,Backstreet Boys,6.890.000.000.000.000,213600,7.020.000.000.000.000,0,6e40mgJiCid5HRAGrbpGA6,0.0,6,159,-5.642,0,I Want It That Way,77,261,99.031,Backstreet Boys - I Want It That Way
882,2001,715,blink-182,579,171533,928,0,1fJFuvU2ldmeAm5nFIHcPP,0.0,0,0.18,-4.343.999.999.999.990,1,First Date,73,411,95.594,blink-182 - First Date
133,2001,909,MercyMe,407,248253,612,0,0lVYRIVjK77Z6uG2GgM8Kl,0.0,4,914,-5.359,1,I Can Only Imagine,66,496,15.952.700.000.000.000,MercyMe - I Can Only Imagine
523,2001,805,Puddle Of Mudd,431,304000,938,0,6lSr3iZTC144PKhvbPFzMp,0.0,3,138,-4.507,0,Blurry,66,542,15.746.200.000.000.000,Puddle Of Mudd - Blurry
584,2001,935,Puddle Of Mudd,0.58,216760,748,1,16DhvbuyvJob4Q9GHNYu2n,0.0,4,753,-5.433,1,She Hates Me,70,323,109.781,Puddle Of Mudd - She Hates Me
227,2001,918,System Of A Down,364,235053,922,0,4e9eGQYsOiBcftrWXwsVco,35,0,696,-4.217,0,Aerials,74,566,79.342,System Of A Down - Aerials
919,2001,219,Fat Joe,835,267093,7.070.000.000.000.000,1,2mKouqwAIdQnMP43zxR89r,2.19e-05,8,108,-5.074,1,What's Luv? (feat. Ja-Rule & Ashanti),73,598,93.955,Fat Joe - What's Luv? (feat. Ja-Rule & Ashanti)
494,2001,146,Blake Shelton,664,221267,556,0,5wane5dFpp8xgriui6y0c7,3.91e-06,10,113,-7.712.999.999.999.990,1,Ol' Red,66,365,7.504.899.999.999.990,Blake Shelton - Ol' Red
649,2001,227,Usher,816,247840,0.5,0,7J41dYQolQJEtj3UmKLu5r,1.53e-06,1,733,-4.551,1,U Got It Bad,70,0.03,124.037,Usher - U Got It Bad
797,2001,223,The Strokes,624,193373,899,0,3SUusuA9jH1v6PVwtYMbdv,155,0,975,-5.71,1,Last Nite,64,295,104.055,The Strokes - Last Nite
726,2001,194,Usher,657,266893,629,0,2QsZVnbWVSjKMXK6K3uRBL,0.0,6,254,-4.938,1,U Remind Me,73,782,93.985,Usher - U Remind Me
6.779.999.999.999.990,2001,425,The Strokes,5.379.999.999.999.990,183440,0.52,0,7hm4HTk9encxT0LYC0J6oI,0.0,9,3.670.000.000.000.000,-7.46,1,Someday,64,299,106.031,The Strokes - Someday
597,2001,305,Jimmy Eat World,487,220027,898,0,429IbFR4yp2J81CeTwF5iY,0.0,5,0.26,-4.436,1,Sweetness,67,38,13.533.100.000.000.000,Jimmy Eat World - Sweetness
476,2001,193,Daft Punk,611,320357,6.970.000.000.000.000,0,0DiWol3AO6WpXZgp0goxAV,0.0,2,332,-8.618,1,One More Time,75,133,122.752,Daft Punk - One More Time
8.390.000.000.000.000,2001,208,Ja Rule,8.390.000.000.000.000,245133,706,1,4hrae8atte6cRlSC9a7VCO,0.0,5,242,-6.104,0,Always On Time,73,199,96.673,Ja Rule - Always On Time
482,2001,263,Alicia Keys,653,210200,609,0,3unsLiH5FXmaDWtT5Imolu,101,11,233,-7.519,0,Fallin',73,37,95.982,Alicia Keys - Fallin'
191,2001,12,TOOL,5.670.000.000.000.000,403533,7.140.000.000.000.000,0,55mJleti2WfWEFNFcBduhc,0.42,9,186,-8.512,0,Schism,68,302,107.438,TOOL - Schism
645,2001,605,The Shins,669,231173,388,0,1wAqhAF1dynDjMy7m5CSSE,144,0,905,-11.547,1,New Slang,69,306,130.016,The Shins - New Slang
0.35,2001,6.309.999.999.999,Incubus,246,212733,768,0,6KtLECDztnah63TNmV4Plw,301,9,102,-7.48,1,Wish You Were Here,69,387,169.873,Incubus - Wish You Were Here
321,2001,331,South Park Mexican,774,284400,622,1,1Yc1mFmJrICDHQNzePG9wP,0.0,7,722,-55.420.000.000.000.000,1,I Must Be High,63,186,162.039,South Park Mexican - I Must Be High
8.809.999.999.999.990,2001,28,Cake,778,204133,899,0,3OOFEF20WqtsUPcRbPY3L7,345,2,263,-65.520.000.000.000.000,1,Short Skirt / Long Jacket,65,451,119.995,Cake - Short Skirt / Long Jacket
0.74,2001,5.329.999.999.999.990,Missy Elliott,797,211120,0.75,1,6zsk6uF3MxfIeHPlubKBvR,108,0,95,-9.369,1,Get Ur Freak On,69,247,177.87,Missy Elliott - Get Ur Freak On
619,2001,559,Destinys Child,514,254027,911,0,2Mpj1Ul5OFPyyP4wB62Rvi,0.0,1,775,-2.027,0,Survivor,71,0.41,161.109,Destinys Child - Survivor
6.920.000.000.000.000,2001,427,Daft Punk,8.170.000.000.000.000,224693,716,0,5W3cjX2J3tjhG8zb6u0qHn,263,6,358,-8.898,0,"Harder, Better, Faster, Stronger",71,144,123.475,"Daft Punk - Harder, Better, Faster, Stronger"
0.86,2001,0.31,Jagged Edge,596,232573,6.609.999.999.999.990,0,5mNV8Mz59bzyuQ53gTw0c0,0.0,5,847,-6.239,0,Where the Party At (feat. Nelly),66,226,129.491,Jagged Edge - Where the Party At (feat. Nelly)
116,2001,987,Yiruma,314,188787,0.22,0,64rL48E6xWMIXdpcFDEiB8,943,9,802,-21.343.000.000.000.000,1,River Flows In You,72,514,14.527.700.000.000.000,Yiruma - River Flows In You
872,2001,236,Shakira,7.929.999.999.999.990,196160,8.320.000.000.000.000,0,2lnzGkdtDj5mtlcOW2yRtG,1.12e-05,1,202,-4.862,0,"Whenever, Wherever",74,406,107.661,"Shakira - Whenever, Wherever"
737,2001,443,Busta Rhymes,0.82,231240,809,1,7gKgd0P3dAAePiSQQBqrlf,175,4,613,-6.759,0,Break Ya Neck,70,251,8.301.100.000.000.000,Busta Rhymes - Break Ya Neck
195,2001,84.099.999.999.999,Creed,386,238240,677,0,42T2QQv3xgBlpQxaSP7lnK,366,2,341,-5.83,1,One Last Breath,69,346,126.602,Creed - One Last Breath
218,2001,844,Staind,515,293133,594,0,50Re2bLgXqG9qN7v2QHNTm,658,1,752,-4.708,1,Outside,62,262,146.564,Staind - Outside
638,2001,175,Christina Aguilera,7.559.999.999.999.990,264847,8.079.999.999.999.990,0,7GQqj9jRtDkMp8zByehXQI,3.67e-06,5,0.66,-3.655,1,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",63,541,109.902,"Christina Aguilera - Lady Marmalade - From ""Moulin Rouge"" Soundtrack"
275,2001,188,Blake Shelton,605,230333,609,0,2WQAknZHrJAEQOFXe0F44P,0.0,7,982,-7.063,1,Austin,62,278,119.914,Blake Shelton - Austin
257,2001,101,Creed,0.32,294600,0.88,0,2VSbEXqs6NbNiZSTcHlIDR,4.31e-06,2,76,-6.035,1,My Sacrifice,70,504,146.349,Creed - My Sacrifice
0.83,2001,324,blink-182,0.41,171600,959,1,2ydUT1pFhuLDnouelIv4WH,0.0,9,766,-4.563,1,The Rock Show,68,869,193.155,blink-182 - The Rock Show
969,2001,132,Mary J. Blige,911,265867,551,0,3aw9iWUQ3VrPQltgwvN9Xu,"4,12E+10",8,863,-3.75,0,Family Affair,71,449,92.887,Mary J. Blige - Family Affair
365,2001,706,The White Stripes,3.229.999.999.999.990,110093,982,0,21Qsj3cMVCx2xF2EVVNbEu,5.93e-05,9,853,-1.742,0,Fell In Love With a Girl,68,113,95.517,The White Stripes - Fell In Love With a Girl
7.440.000.000.000.000,2001,156,311,6.629.999.999.999.990,206973,6.970.000.000.000.000,0,6Fe3Flc9SjE03pqwD6PVQl,224,0,663,-9.442,1,Amber,62,473,16.600.099.999.999.900,311 - Amber
963,2001,415,Britney Spears,847,203600,843,0,6ldwfK0yWgTAlmIfuQkTYN,134,5,107,-3.579,0,I'm a Slave 4 U,69,106,110.027,Britney Spears - I'm a Slave 4 U
569,2001,308,Puddle Of Mudd,444,230067,913,1,575Sz3R4xOhueUstPObylF,0.0,6,0.38,-3.452,1,Control,63,992,163.689,Puddle Of Mudd - Control
369,2001,208,John Mayer,608,268973,639,0,1c7UYTut2SBOPq64o2t0uN,5.94e-05,7,893,-7.205,1,Why Georgia,64,246,96.915,John Mayer - Why Georgia
623,2001,121,Weezer,578,186533,882,0,2mPMFJvQ0v27gVqe5b6nDn,479,7,284,-6.354,1,Hash Pipe,65,44,125.603,Weezer - Hash Pipe
754,2001,199,D12,0.78,304507,634,1,5IweeQZdY5XEzStLzUJG5t,2.98e-05,1,0.29,-5.941,1,Purple Pills,67,0.16,125.25,D12 - Purple Pills
431,2001,0.6,Billy Joel,334,336093,472,0,3FCto7hnn1shUyZL42YgfO,3.77e-06,0,317,-8.792,1,Piano Man,68,277,179.167,Billy Joel - Piano Man
833,2001,736,Billy Joel,696,194867,943,0,3CSpzkoL1XgDBZ1q9aDCUV,0.0,4,653,-2.962,1,Uptown Girl,67,431,129.003,Billy Joel - Uptown Girl
927,2001,362,Destinys Child,0.73,221133,602,0,69XUpOpjzDKcfdxqZebGiI,3.69e-06,6,1.689.999.999.999.990,-3.782,0,"Independent Women, Pt. 1",67,206,97.954,"Destinys Child - Independent Women, Pt. 1"
964,2001,263,Kylie Minogue,7.659.999.999.999.990,230640,563,0,3E7ZwUMJFqpsDOJzEkBrQ7,6.829.999.999.999.990,9,115,-7.516,0,Can't Get You out of My Head,73,339,126.007,Kylie Minogue - Can't Get You out of My Head
5.710.000.000.000.000,2001,383,John Mayer,6.679.999.999.999.990,231467,7.390.000.000.000.000,0,6Vecwo7AHst9V2CE3kmwr0,0.0,4,0.13,-4.919,1,No Such Thing,65,308,131.918,John Mayer - No Such Thing
961,2001,108,P!nk,802,192533,904,0,02jcEwywffn3Tsb48fXmlW,0.0,11,173,-3.267,0,Get the Party Started,68,459,128.931,P!nk - Get the Party Started
384,2001,0.44,Daft Punk,875,232667,475,0,1NeLwFETswx8Fzxl2AFl91,0.72,9,46,-12.673,0,Something About Us,69,986,99.958,Daft Punk - Something About Us
146,2001,143,Enrique Iglesias,581,264600,6.509.999.999.999.990,0,24Gxm7Eh7tO83E26LG0CsY,1.05e-05,7,107,-5.617.000.000.000.000,1,Hero,62,392,151.959,Enrique Iglesias - Hero
586,2001,312,Journey,519,201867,934,0,2DyHhPyCZgZzNXn1IrtsTu,457,7,1.369.999.999.999.990,-71.370.000.000.000.000,1,Any Way You Want It,64,471,138.162,Journey - Any Way You Want It
958,2001,166,Banda Machos,618,167987,7.440.000.000.000.000,0,6sr4ax5EHAsAxC4jjEaZJ0,0.0,0,234,-5.426,1,Me llamo Raquel,63,583,17.750.599.999.999.900,Banda Machos - Me llamo Raquel
354,2001,202,System Of A Down,495,201160,974,0,3AwLxSqo1jOOMpNsgxqRNE,8.31e-05,1,182,-3.252,1,Prison Song,66,135,99.733,System Of A Down - Prison Song
892,2001,949,Ludacris,921,296587,6.679.999.999.999.990,1,4SyadrABZJIjeND1HPJS31,0.0,7,5.920.000.000.000.000,-8.73,1,Rollout (My Business),60,235,131.059,Ludacris - Rollout (My Business)
684,2001,168,Toby Keith,765,183960,0.87,0,3VHevS1BocAcrihLnl11DG,0.0,5,125,-5.191,1,I Wanna Talk About Me,60,499,106.06,Toby Keith - I Wanna Talk About Me
423,2001,195,Los Bukis,535,269760,507,0,6CxvpsqUxUD5xSrYCA8JHr,1.07e-06,2,344,-13.898,1,Como Fui A Enamorarme De Ti,65,392,150.305,Los Bukis - Como Fui A Enamorarme De Ti
387,2001,0.69,The White Stripes,534,142227,459,0,13lZDbwonGhOflQLQIfdtZ,0.0,7,771,-5.499,1,We're Going to Be Friends,63,277,97.399,The White Stripes - We're Going to Be Friends
584,2001,842,Jimmy Eat World,438,181493,938,0,61XspFITuKmAlYdQacNCbF,1.08e-06,6,8.059.999.999.999.990,-56.110.000.000.000.000,0,Bleed American,63,94,16.021.200.000.000.000,Jimmy Eat World - Bleed American
939,2001,0.13,Daryl Hall & John Oates,7.490.000.000.000.000,187600,484,0,7HX9f8AMBl0vQxAoAzLqhS,1.369.999.999.999.990,5,486,-9.944,1,You Make My Dreams (Come True),63,484,167.084,Daryl Hall & John Oates - You Make My Dreams (Come True)
962,2001,662,Jack Johnson,758,281749,654,0,7hOXiS6kDP4vYIh9DBsNgK,197,5,199,-10.98,1,Flake,63,0.04,97.657,Jack Johnson - Flake
368,2001,108,TOOL,387,562707,6.779.999.999.999.990,0,7tvuLLroI0n6uYBWuFig5d,872,0,101,-8.399,1,Lateralus,63,817,172.641,TOOL - Lateralus
746,2001,541,Los Angeles De Charly,6.779.999.999.999.990,237093,512,0,7256yGEwDkqs39TKHTeXik,0.0,2,369,-6.532,1,Me Volví A Acordar De Ti,66,275,145.968,Los Angeles De Charly - Me Volví A Acordar De Ti
897,2001,391,Daryl Hall & John Oates,8.059.999.999.999.990,249573,649,0,7o67roCVsFiCt7Cf0ZLOJq,"5,55E+10",9,557,-9.004,0,Out of Touch,59,347,114.834,Daryl Hall & John Oates - Out of Touch
265,2001,418,Los Bukis,605,208067,506,0,3yb8pakJMZzfiK7siLZLUM,0.0,0,143,-11.697,1,A Donde Vayas,66,34,8.518.799.999.999.990,Los Bukis - A Donde Vayas
3.720.000.000.000.000,2001,357,System Of A Down,376,176200,787,0,6gCVA6ja6g0foIsWv0RuSZ,0.0,5,552,-4.731,0,ATWA,67,395,87.105,System Of A Down - ATWA
7.040.000.000.000.000,2001,601,Good Charlotte,6.859.999.999.999.990,203027,0.84,0,6vFD3c1WI1zuKoyk22dMw3,5.38e-06,1,1.639.999.999.999.990,-5.142,1,Little Things,62,159,105.0,Good Charlotte - Little Things
853,2001,151,Kid Rock,7.659.999.999.999.990,291800,6.809.999.999.999.990,1,4Tzyn0neFbPDkk88ObJmTu,8.68e-05,7,266,-6.919,1,You Never Met a Motherfucker Quite Like Me,58,565,141.94,Kid Rock - You Never Met a Motherfucker Quite Like Me
351,2001,0.55,Brad Paisley,5.589.999.999.999.990,194307,464,0,4ipZsAA3YuqCDSXiPoEGIv,0.0,6,107,-9.687,1,I'm Gonna Miss Her,59,272,98.354,Brad Paisley - I'm Gonna Miss Her
294,2001,2.01e-05,TOOL,314,363680,0.93,0,1vxu8vMNshg5J8z3oA7QJZ,501,9,139,-6.237,1,Parabola,62,105,100.935,TOOL - Parabola
637,2001,281,Destinys Child,0.84,207907,835,0,41nT1Sp6ChR65FbsdLlFHW,1.11e-06,1,152,-4.386,0,Bootylicious,65,275,103.376,Destinys Child - Bootylicious
667,2001,456,The Strokes,408,224333,665,0,0OM9ri37LIbPc9hffwsyb1,863,7,888,-62.860.000.000.000.000,1,Hard To Explain,57,578,82.525,The Strokes - Hard To Explain
1.369.999.999.999.990,2001,854,Jimmy Eat World,465,284373,517,0,1TvNcWY7WwPLQINhimxycA,403,4,209,-6.189,1,Hear You Me,63,284,13.617.600.000.000.000,Jimmy Eat World - Hear You Me
5.870.000.000.000.000,2001,275,Trick Daddy,933,254400,562,1,6j2aNuhJJUnRj6UHcvn5PI,0.0,11,102,-5.962.999.999.999.990,1,I'm a Thug,58,122,139.981,Trick Daddy - I'm a Thug
189,2001,849,The Smashing Pumpkins,4.320.000.000.000.000,270400,415,0,3eMYc6FK9XvyauIaxcJtRS,927,2,107,-9.755,1,Drown,62,357,144.0,The Smashing Pumpkins - Drown
379,2001,323,South Park Mexican,809,253933,5.770.000.000.000.000,1,5txn8epTSDJfX8pBOo3Bw7,2.72e-06,7,149,-5.114,0,Bloody War,57,346,85.0,South Park Mexican - Bloody War
207,2001,471,Dave Matthews Band,406,242000,0.73,0,65KzDXZm9aQt8sA1k0ZVG3,0.0,9,229,-6.278,1,The Space Between,57,315,170.032,Dave Matthews Band - The Space Between
838,2001,235,No Doubt,7.290.000.000.000.000,302720,731,0,6fR6Z0Vc1K6yQWNUIKjAIR,1.35e-06,4,391,-4.823,1,Underneath It All,59,682,138.204,No Doubt - Underneath It All
77,2001,897,John Williams,156,309093,162,0,1n8NKQRg8LVHy7oUhUgbFF,691,2,111,-17.101,0,Hedwig's Theme,64,36,73.407,John Williams - Hedwig's Theme
688,2001,161,Kid Rock,617,237507,921,1,6h2t5HKOpHjpou4cHA5OER,0.0,9,887,-3.2,1,Cocky,58,179,184.028,Kid Rock - Cocky
253,2001,8.85e-05,P!nk,6.890.000.000.000.000,236600,774,0,1BpV8IGf4XsRRJf4Xuui9q,0.0,9,941,-45.280.000.000.000.000,1,Just Like a Pill,67,278,102.052,P!nk - Just Like a Pill
5.429.999.999.999.990,2001,231,Ice Cube,743,232787,6.509.999.999.999.990,1,67ncYmW29pNJJY2yXuLPwT,388,10,851,-6.269,0,You Know How We Do It,65,343,92.876,Ice Cube - You Know How We Do It
309,2001,507,South Park Mexican,7.490.000.000.000.000,284960,475,1,419BgOz6TVQm8vvgiwXq5X,0.0,3,0.29,-5.58,0,Mexican Radio,57,703,74.968,South Park Mexican - Mexican Radio
563,2001,412,Ja Rule,706,252933,624,1,1P5vjPu3EPoPwDSikHOiiq,0.0,11,139,-5.978,0,I'm Real - Murder Remix,56,0.13,83.506,Ja Rule - I'm Real - Murder Remix
955,2001,38,Michael Jackson,8.540.000.000.000.000,337733,6.729.999.999.999.990,0,1Lhwn4PqeGpM4LTVUowW76,227,4,255,-3.132,0,You Rock My World,65,185,95.0,Michael Jackson - You Rock My World
518,2001,102,blink-182,552,227200,932,1,24CRDgNOgA72JLL7PHFjgB,0.0,0,119,-3.782,1,Anthem Part Two,62,426,103.108,blink-182 - Anthem Part Two
145,2001,5.8e-05,Slipknot,462,215600,996,1,0Y2i84QWPFiFHQfEQDgHya,377,11,139,-29.730.000.000.000.000,0,People = Shit,65,231,122.072,Slipknot - People = Shit
7.709.999.999.999.990,2001,803,D12,0.75,261093,8.490.000.000.000.000,1,3vBv2Tp0kHyBDUBZJr9GXQ,0.0,0,333,-3.097,1,Fight Music,65,264,89.501,D12 - Fight Music
8.059.999.999.999.990,2001,478,Usher,7.929.999.999.999.990,269400,568,1,5PCJldueshnwqQVjS16543,"3,57E+11",1,304,-4.958,1,U Don't Have to Call,59,459,100.005,Usher - U Don't Have to Call
141,2001,4.3e-05,Rob Zombie,5.660.000.000.000.000,233667,889,0,6KnNDix4Owr4vNmsPhLmxD,907,8,292,-5.22,1,Feel So Numb,60,426,127.045,Rob Zombie - Feel So Numb
175,2001,843,Howard Shore,488,175040,629,0,644es5aYPJghtZLjM1rmSP,406,2,133,-21.524,1,Concerning Hobbits,65,342,104.311,Howard Shore - Concerning Hobbits
819,2001,957,John Williams,177,130293,188,0,6CeCOC2zx1qS8mQNYHe6IM,446,2,635,-29.484,0,Prologue,64,367,146.472,John Williams - Prologue
846,2001,147,The Strokes,667,151333,6.920.000.000.000.000,0,0jBE7Fn78EAvmIs3dCd6GO,3.75e-05,5,349,-8.361,1,Is This It,55,285,96.021,The Strokes - Is This It
946,2001,177,Gorillaz,815,210880,0.72,0,1kSWrMDt439cT64WpjJigW,7.31e-06,7,0.16,-7.311,1,19-2000,56,536,89.916,Gorillaz - 19-2000
0.3,2001,603,Staind,318,206200,958,1,464HG7mt7NNKtKY0Hco8Y8,4.68e-06,10,981,-26.830.000.000.000.000,1,For You,55,442,163.089,Staind - For You
0.53,2001,481,Daft Punk,644,301373,664,0,2VEZx7NWsZ1D0eJ4uv5Fym,862,9,342,-8.398,1,Digital Love,64,333,124.726,Daft Punk - Digital Love
685,2001,305,Jennifer Lopez,7.859.999.999.999.990,221227,8.420.000.000.000.000,0,1fgvJXlcZ7uIddMpqsqw0L,3.54e-06,4,473,-5.115,0,Love Don't Cost a Thing,62,707,97.577,Jennifer Lopez - Love Don't Cost a Thing
685,2001,6.659.999.999.999.990,Jack Johnson,606,238603,517,0,4QCwJfuL70aUSXzlEP4FRT,209,7,377,-11.507,1,Bubble Toes,59,116,93.88,Jack Johnson - Bubble Toes
5.539.999.999.999.990,2001,273,Jennifer Lopez,708,262133,5.870.000.000.000.000,1,6MLsahMK3VvH9NUwXOktdS,0.0,11,718,-7.93,0,I'm Real (feat. Ja Rule) - Murder Remix,64,151,83.46,Jennifer Lopez - I'm Real (feat. Ja Rule) - Murder Remix
0.61,2001,179,Diddy,669,253067,8.290.000.000.000.000,1,2eOuL8KesslTLQERQPu11D,0.0,1,241,-3.801,1,Bad Boy for Life,66,0.49,118.934,Diddy - Bad Boy for Life
166,2001,165,blink-182,519,239333,0.78,0,3YD9EehnGOf88rGSZFrnHg,2.14e-05,2,156,-4.939,1,Stay Together For The Kids,63,356,145.125,blink-182 - Stay Together For The Kids
422,2001,181,Tenacious D,365,248053,767,1,6crBy2sODw2HS53xquM6us,856,9,942,-6.185,0,Tribute,68,681,94.174,Tenacious D - Tribute
976,2001,858,Banda El Recodo,701,196893,569,0,3DqQhY5S4RIWIoFuowD7kX,167,0,733,-55.870.000.000.000.000,1,Y Llegaste Tú,61,425,123.273,Banda El Recodo - Y Llegaste Tú
457,2001,162,System Of A Down,467,225893,0.67,0,6VzV6RI7641o57TuqfGRpj,1,7,195,-4.063,1,Psycho,63,663,14.622.299.999.999.900,System Of A Down - Psycho
636,2001,554,Ja Rule,8.740.000.000.000.000,257067,768,0,52gqeRlrBE7hqMlRxEsi6y,0.0,6,41,-4.086,1,Livin' It Up,63,311,106.095,Ja Rule - Livin' It Up
7.170.000.000.000.000,2001,26,Los Bukis,6.409.999.999.999.990,286400,513,0,3MoQ3YG2Vy3bg9m4RRWvVD,"4,90E+10",2,275,-12.591,1,Tus Mentiras,60,246,103.799,Los Bukis - Tus Mentiras
6.579.999.999.999.990,2001,908,Cake,752,237827,809,0,5jhfa76FhqtD3Boij6MAKS,9.41e-05,9,1.689.999.999.999.990,-8.399,1,Love You Madly,56,598,106.999,Cake - Love You Madly
589,2001,6.39e-05,Rob Zombie,617,189133,0.85,0,4P4V9JQhiQEP9hr4U33lEY,2.93e-05,0,481,-4.543,1,"Never Gonna Stop (The Red, Red Kroovy)",57,325,125.03,"Rob Zombie - Never Gonna Stop (The Red, Red Kroovy)"
223,2001,9.12e-05,Rammstein,491,188600,966,0,73JZKk0nb1WOUmh1Eo3Unc,346,3,153,-3.974,1,Feuer frei!,59,463,95.141,Rammstein - Feuer frei!
309,2001,159,TOOL,456,515080,795,0,6ZsZxNP4Iwdyp3kd5oFFQN,8.420.000.000.000.000,2,269,-7.407.999.999.999.990,1,The Grudge,60,363,96.045,TOOL - The Grudge
962,2001,112,Pesado,7.709.999.999.999.990,235907,0.71,0,0uCuoqJ3uvSTU8I3Vtvnfu,0.0,7,721,-70.360.000.000.000.000,1,Loco,66,303,136.119,Pesado - Loco
0.82,2001,286,Los Tigres Del Norte,8.059.999.999.999.990,195613,508,0,7e9vWIQWNE6r74PBC7ixdS,0.0,11,943,-9.729,0,La Camioneta Gris,61,966,109.957,Los Tigres Del Norte - La Camioneta Gris
291,2001,343,South Park Mexican,637,322733,607,1,7DZKSVljcmyBWvgdk5k058,"3,62E+10",0,282,-5.783,0,Stay on Your Grind - Screwed,54,484,8.214.200.000.000.000,South Park Mexican - Stay on Your Grind - Screwed
295,2001,462,George Strait,544,245427,0.57,0,1EXMjx4nCIvYTaY5CZMUSl,183,2,213,-10.192,1,Run,55,326,75.59,George Strait - Run
0.96,2001,254,Los Originales De San Juan,8.240.000.000.000.000,165360,0.62,0,4Ha6wxJxSBMcKsUvvU1nY0,0.0,0,0.18,-7.051,1,La Raza Michoacana,57,85,114.495,Los Originales De San Juan - La Raza Michoacana
6.970.000.000.000.000,2001,178,JAY-Z,618,240627,8.440.000.000.000.000,1,4h5KBcltGefua73AUPYps7,126,1,634,-4.051,0,Izzo (H.O.V.A.),60,342,84.411,JAY-Z - Izzo (H.O.V.A.)
622,2001,399,Ludacris,0.86,303027,688,1,3lcC9CnN7Rpo1ugATzmYjY,0.0,9,0.67,-7.202.999.999.999.990,0,Area Codes,61,434,100.934,Ludacris - Area Codes
589,2001,181,John Mayer,6.990.000.000.000.000,262107,0.77,0,7Kohy4v3KLWfUXlv9N3feB,138,5,644,-7.657.999.999.999.990,0,Neon,60,36,101.984,John Mayer - Neon
802,2001,88,JAY-Z,606,223240,943,1,6gpZSI0xEMTzleBc5ykOVA,39,6,342,-3.948,1,Heart Of The City (Ain't No Love),59,276,17.102.700.000.000.000,JAY-Z - Heart Of The City (Ain't No Love)
313,2001,54,Rammstein,0.51,272440,917,0,4w3R0GZ2rScJMKlgPJzHRq,133,4,396,-4.806,0,Sonne,60,854,75.098,Rammstein - Sonne
5.820.000.000.000.000,2001,958,Billy Joel,745,177267,655,0,7LbOQt7isddrw3Bs3Czl7E,1.99e-06,5,895,-7.588.999.999.999.990,1,It's Still Rock and Roll to Me,58,166,141.429,Billy Joel - It's Still Rock and Roll to Me
0.14,2001,562,Slipknot,451,254000,993,1,3OYZWMm5m2DEwq2Tc1ukTh,479,1,152,-4.143,1,The Heretic Anthem,61,185,100.827,Slipknot - The Heretic Anthem
795,2001,104,System Of A Down,454,174933,938,0,2SpGXD7EbexndFmmThrnsy,8.789.999.999.999,5,311,-3.594,0,Deer Dance,60,123,160.156,System Of A Down - Deer Dance
0.1,2002,622,Eminem,5.479.999.999.999.990,297787,847,1,4xkOaSrkexMciUUogZKVTS,0.0,1,816,-3.237,1,Till I Collapse,84,186,171.447,Eminem - 'Till I Collapse
662,2002,286,Eminem,908,290320,669,1,7lQ8MOhq6IN2w8EYcFNSUk,0.0,7,237,-2.827,1,Without Me,83,738,112.238,Eminem - Without Me
213,2002,731,Coldplay,557,309600,442,0,75JFxkI2RXiU7L9VXzMkle,1.46e-05,5,0.11,-7.224,1,The Scientist,84,243,14.627.700.000.000.000,Coldplay - The Scientist
875,2002,179,Red Hot Chili Peppers,618,269000,938,0,3ZOEytgrvLwQaqXreDs2Jx,0.0,9,1.669.999.999.999.990,-3.442,1,Can't Stop,80,456,91.455,Red Hot Chili Peppers - Can't Stop
872,2002,38,Stevie Wonder,633,245493,634,0,1h2xVEoJORqrg71HocgqXd,64,8,385,-12.115,1,Superstition - Single Version,77,725,100.499,Stevie Wonder - Superstition - Single Version
465,2002,228,Maroon 5,6.509.999.999.999.990,259453,6.629.999.999.999.990,0,4llK75pXNWZz6KAho2Gp16,0.0,0,994,-5.569,0,She Will Be Loved - Radio Mix,80,281,102.0,Maroon 5 - She Will Be Loved - Radio Mix
893,2002,66.599.999.999.999,Good Charlotte,494,175093,939,0,0BRHnOFm6sjxN1i9LJrUDu,0.0,1,139,-3.127,1,The Anthem,74,126,17.775.099.999.999.900,Good Charlotte - The Anthem
607,2002,227,Nelly,727,289160,552,1,0ARK753YaiJbpLUk7z5yIM,164,2,198,-8.074,0,Dilemma,78,0.14,16.818.900.000.000.000,Nelly - Dilemma
809,2002,525,Maroon 5,7.120.000.000.000.000,206200,862,0,6ECp64rv50XVz93WvxXMGF,0.0,5,93,-4.612,0,This Love,79,378,95.051,Maroon 5 - This Love
4.270.000.000.000.000,2002,572,Avril Lavigne,585,244507,7.759.999.999.999.990,0,5xEM5hIgJ1jjgcEBfpkt2F,7.74e-06,5,0.3,-5.898,1,Complicated,78,459,77.987,Avril Lavigne - Complicated
