mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,arkansas country,5.302.252.723.031.890,5.749.568.775.620.470,18.918.141.927.748.200,4.908.733.883.173.260,893.678.813.347.923,2.251.949.538.683.520,-9.724.140.923.208.390,52.561.985.477.170.200,11.501.379.399.311.900,6.016.882.580.456.940,3.881.333.743.435.040,9
0,arkansas hip hop,17.768.333.333.333.300,6.745,22.826.883.333.333.300,6.735.000.000.000.000,0.0,2.521.333.333.333.330,-5.359.666.666.666.660,19.766.666.666.666.600,149.661,3.738.333.333.333.330,6.483.333.333.333.330,7
1,arkansas indie,2.365,4.300.000.000.000.000,265170.5,504,10.766.500.000.000.000,171,-101.935,3.125,100.529,1.685,50.0,3
1,armenian folk,993,13.699.999.999.999.900,292000.0,128.175,915,11.675,-1.949.525,46.875,8.793.799.999.999.990,445,37.0,7
1,art pop,3.383.074.238.750.950,539.091.243.531.713,25.355.707.436.224.600,5.387.304.519.147.820,20.367.868.367.002.000,16.987.846.146.639.900,-9.834.776.589.336.710,5.418.890.997.772.960,12.042.871.675.141.600,4.183.113.668.460.190,50.093.963.195.517.800,7
1,art punk,16.476.523.831.999.900,5.492.970.916.563.710,22.274.194.861.538.700,7.200.015.723.101.640,2.002.163.155.879.320,22.118.222.390.753.300,-924.317.246.040.222,767.543.761.390.978,12.748.230.490.904.700,6.162.230.973.854.120,3.495.197.102.763.380,9
1,art rock,2.965.775.587.064.530,4.977.119.857.814.090,2.768.783.248.675.950,5.664.272.798.175.690,19.003.780.100.497.900,1.919.497.117.149.570,-11.412.487.050.381.600,5.592.532.855.364.460,12.091.833.433.140.000,5.178.603.495.627.790,36.804.587.762.338.400,9
1,art song,9.875.466.155.810.980,3.407.063.005.534.260,24.292.083.386.547.400,11.117.990.634.312.400,9.237.752.240.102.170,11.895.262.877.820.300,-1.944.371.200.510.850,5.058.233.290.762.020,11.495.943.965.517.200,1.979.045.232.013.620,18.357.705.406.555.900,10
1,asbury park indie,969,557,226853.0,815,188,932,-5.402,328,88.929,445,50.0,0
1,asheville indie,6.006.666.666.666.660,5.479.999.999.999.990,25.752.166.666.666.600,517,3.123.333.333.333.330,12.166.666.666.666.600,-77.923.333.333.333.300,342,10.658.766.666.666.600,5.393.333.333.333.330,47.0,0
1,asian american hip hop,2.330.938.095.238.090,7.636.000.000.000.000,19.691.489.523.809.500,6.513.952.380.952.370,4.699.328.571.428.570,18.369.000.000.000.000,-6.776.066.666.666.660,12.081.476.190.476.100,10.835.327.619.047.600,4.919.761.904.761.900,6.184.761.904.761.900,1
0,asmr,4.809.677.777.777.770,1.852.222.222.222.220,2.030.373.333.333.330,3.083.333.333.333.330,9.171.111.111.111.110,21.944.444.444.444.400,-19.465.666.666.666.600,6.431.111.111.111.110,8.081.955.555.555.550,2.701.111.111.111.110,63.0,10
1,athens indie,17.342.838.178.053.800,5.096.802.967.563.830,24.383.970.982.142.800,6.540.589.415.113.870,2.381.676.500.224.290,1.574.449.771.394.060,-9.104.683.445.479.640,4.195.736.067.977.910,12.617.643.148.291.900,5.339.337.754.485.850,4.099.592.391.304.340,11
1,atl hip hop,1.294.327.886.431.690,7.353.641.372.237.830,24.454.880.577.964.300,6.461.326.983.215.860,12.819.806.645.259.400,19.291.763.881.450.400,-6.704.093.316.676.600,18.248.210.220.686.100,12.314.134.458.460.400,5.284.738.472.723.490,51.958.162.125.417.300,1
1,atl trap,13.292.696.834.949.000,7.221.309.398.010.790,23.443.122.041.896.600,6.156.240.664.375.020,6.039.194.706.075.970,1.998.197.812.851.810,-7.099.126.384.583.780,21.777.764.216.873.800,12.451.356.938.982.800,4.966.118.827.552.750,56.330.851.137.420.400,2
1,atlanta indie,152.908,5.667,218955.44,7.082.599.999.999.990,9.881.184,26.024,-760.262,516,12.226.438,6.192.799.999.999.990,52.28,10
1,atlanta metal,912.046.083.333.333,4.490.611.111.111.110,21.749.652.777.777.700,9.244.583.333.333.330,15.446.428.444.444.400,2.131.375,-4.874.466.666.666.660,864.238.888.888.889,12.270.448.888.888.800,4.282.527.777.777.770,4.778.888.888.888.880,1
1,atlanta punk,1.622,5.065,138560.0,6.695,406,203,-70.745,33.600.000.000.000.000,1.557.905,821,48.0,11
1,atmosphere,8.895.132.653.061.220,2.700.989.795.918.360,18.826.990.816.326.500,11.807.500.000.000.000,8.704.693.877.551.020,11.368.010.204.081.600,-24.016.530.612.244.900,6.089.183.673.469.380,9.349.492.346.938.770,13.616.020.408.163.200,5.153.571.428.571.420,1
1,atmospheric black metal,1.325.495,2.638.333.333.333.330,356480.0,7.681.666.666.666.660,7.681.833.333.333.330,3.260.333.333.333.330,-9.345.000.000.000.000,5.736.666.666.666.660,11.102.750.000.000.000,24.101.666.666.666.600,4.383.333.333.333.330,4
1,atmospheric dnb,0.03,6.829.999.999.999.990,267107.0,789,105,724,-9.034,602,119.504,657,48.0,2
0,atmospheric post-metal,2.71e-05,0.29,348640.0,7.170.000.000.000.000,816,706,-9.439,556,110.271,236,40.0,9
0,atmospheric post-rock,942,8.690.000.000.000.000,308613.0,888,111,18.600.000.000.000.000,-27.310.000.000.000.000,859,135.023,856,0.0,4
0,atmospheric sludge,2.71e-05,0.29,348640.0,7.170.000.000.000.000,816,706,-9.439,556,110.271,236,40.0,9
1,auckland indie,1.541.476.875,5.735.625,221540.0,6.374.374.999.999.990,370.886.875,24.785,-6.588.750.000.000.000,6.521.249.999.999.990,12.671.887.500.000.000,36.406.875,56.125,4
1,audiophile vocal,6.398.333.333.333.330,5.125.000.000.000.000,19.633.983.333.333.300,2.645.666.666.666.660,14.681,1.298,-1.735.033.333.333.330,334,8.495.633.333.333.330,5.134.333.333.333.330,3.116.666.666.666.660,2
0,aussietronica,13.767.923.076.923.000,6.307.153.846.153.840,2.607.860.730.769.230,6.743.076.923.076.920,12.678.909.076.923.000,14.545.153.846.153.800,-674.313.076.923.077,4.777.653.846.153.840,11.923.266.153.846.100,3.131,60.096.153.846.153.800,1
1,austin americana,392.044.375,5.716.041.666.666.660,2.789.786.145.833.330,6.226.354.166.666.660,8.585.392.916.666.660,22.688.125,-7.121.666.666.666.660,7.684.166.666.666.660,11.286.020.833.333.300,4.863.125,5.065.625,7
1,austin singer-songwriter,4.756.979.166.666.660,5.395.416.666.666.660,2.917.571.979.166.660,6.314.791.666.666.660,33.680.547.916.666.600,31.261.666.666.666.600,-97.305,6.272.083.333.333.330,12.761.339.583.333.300,5.378.645.833.333.330,4.116.666.666.666.660,9
1,austindie,3.291.371.923.076.920,6.055.512.820.512.820,2.411.833.782.051.280,6.316.153.846.153.840,54.386.819.038.461.500,16.171.153.846.153.800,-7.344.634.615.384.610,54.124.358.974.358.900,10.867.665.384.615.300,5.895.064.102.564.100,50.948.717.948.717.900,9
1,australian alternative pop,6.837.290.434.782.600,4.844.173.913.043.470,2.504.631.652.173.910,3.959.739.130.434.780,7.340.046.260.869.560,14.336.695.652.173.900,-890.901.739.130.435,44.387.826.086.956.500,12.280.941.739.130.400,13.350.260.869.565.200,6.304.347.826.086.950,5
1,australian alternative rock,8.576.562.916.666.660,5.318.218.750.000.000,22.977.791.979.166.600,7.707.020.833.333.330,3.536.033.598.958.330,19.977.822.916.666.600,-7.595.144.791.666.660,636.109.375,11.768.733.333.333.300,5.546.041.666.666.660,4.440.312.500.000.000,2
1,australian ambient,987,301,367667.0,89,907,101,-30.804,371,127.536,897,58.0,1
1,australian children's music,4.910.464.935.064.930,7.097.467.532.467.530,1.160.848.116.883.110,4.308.636.363.636.360,"1,01E+11",1.723.246.753.246.750,-12.065.409.090.909.000,894.603.896.103.896,13.949.703.896.103.800,7.661.168.831.168.830,42.051.948.051.948.000,7
1,australian choir,993,29.100.000.000.000.000,164000.0,218,"3,50E+10",766,-25.876,528,13.683.700.000.000.000,29.100.000.000.000.000,15.0,10
1,australian classical,35.952.500.000.000.000,35.699.999.999.999.900,128650.0,171.075,454.875,10.745,-199.035,359,10.483.375,15.654.999.999.999.900,26.0,9
1,australian classical piano,969,113,194267.0,732,772,107,-23.21,496,17.459.900.000.000.000,379,39.0,0
1,australian country,33.924.774.736.842.100,5.942.231.578.947.360,20.427.363.157.894.700,5.432.273.684.210.520,"2,09E+11",12.547.494.736.842.100,-9.926.075.789.473.680,5.001.894.736.842.100,10.812.267.368.421.000,5.351.726.315.789.470,4.341.894.736.842.100,2
0,australian dance,1.128.904.929.382.780,6.112.521.377.317.730,24.533.582.063.728.400,7.483.357.170.828.490,1.127.062.910.628.920,2.146.573.961.849.720,-6.354.233.964.535.290,6.775.122.105.676.850,12.892.783.321.879.800,4.592.901.851.454.800,5.337.918.618.938.030,7
0,australian electropop,17.557.494.742.806.200,5.741.815.189.712.240,263.496.080.186.317,6.615.493.124.522.530,15.347.156.245.390.800,17.797.723.325.693.900,-7.507.762.607.164.070,48.345.303.879.127.400,14.049.012.164.289.900,4.125.068.207.282.910,5.058.788.515.406.160,5
1,australian garage punk,3.209.740.625,572.375,1.940.245.625,8.628.125.000.000.000,17.358.866.874.999.900,1.735.375,-51.425.625,56.125,12.696.425,5.802.499.999.999.990,56.375,7
1,australian hip hop,10.397.188.016.528.900,6.661.167.355.371.900,1.845.526.511.707.980,6.968.457.300.275.480,7.643.294.750.000.000,2.129.932.162.534.430,-7.261.687.672.176.300,10.339.152.892.561.900,12.551.405.716.253.400,5.786.284.435.261.700,58.420.110.192.837.400,7
1,australian house,8.559.285.714.285.710,6.258.571.428.571.420,2.953.202.857.142.850,8.103.571.428.571.420,3.419.622.857.142.850,2.327.357.142.857.140,-53.638.571.428.571.400,4.409.285.714.285.710,12.325.421.428.571.400,5.506.428.571.428.570,5.807.142.857.142.850,0
1,australian indie,18.621.944.583.333.300,5.856.053.921.568.620,28.122.435.212.418.300,704.720.588.235.294,1.024.256.637.254.900,17.831.568.627.450.900,-6.712.343.954.248.360,6.659.910.130.718.950,1.199.604.820.261.430,446.161.274.509.804,5.357.843.137.254.900,7
1,australian indie folk,3.347.592.592.592.590,5.263.749.999.999.990,27.528.474.537.037.000,5.451.666.666.666.660,4.258.373.703.703.700,15.992.962.962.962.900,-9.823.430.555.555.550,10.325.231.481.481.400,1.184.320.324.074.070,3.856.796.296.296.290,5.638.888.888.888.880,5
1,australian indie rock,116,529,242007.0,638,0.0,964,-7.104,301,169.96,504,61.0,0
1,australian indigenous,3.335,479,235633.5,7.835,1.325,2.585,-55.619.999.999.999.900,3.165,113.622,606,34.0,2
1,australian metal,132,392,215227.0,966,473,239,-3.863,172,139.83,764,55.0,9
1,australian metalcore,431.863.161.111.111,4.569.291.666.666.660,21.356.474.027.777.700,8.494.930.555.555.550,11.220.441.361.111.100,18.146.083.333.333.300,-5.586.337.500.000.000,9.452.583.333.333.330,12.994.883.472.222.200,35.708.888.888.888.800,47.719.444.444.444.400,9
1,australian pop,23.209.639.426.977.400,5.906.324.019.677.110,24.132.988.399.014.400,6.490.489.718.593.450,27.318.791.857.201.000,16.615.934.480.651.800,-7.039.690.318.039.720,59.337.497.193.790.000,12.153.520.367.108.800,4.888.093.855.074.340,5.752.646.006.133.180,0
1,australian post-hardcore,378,594,156027.0,5.670.000.000.000.000,354,894,-9.363,374,132.368,574,40.0,9
1,australian post-punk,15.590.000.000.000.000,430.125,276101.75,575,31.175.975,2.128.625,-1.335.925,45.987.500.000.000.000,115.189.125,604.125,28.5,7
1,australian psych,13.479.473.884.057.900,47.184.753.623.188.300,266790.74,7.124.969.565.217.390,10.038.601.184.057.900,162.870.768.115.942,-58.951.881.159.420.200,956.347.536.231.884,12.631.174.550.724.600,3.959.624.637.681.160,557.836.231.884.058,2
1,australian r&b,51.875,6.174.999.999.999.990,277272.0,4.165,3.2e-05,10.445,-8.246,107.125,102.273,27.699.999.999.999.900,62.25,2
0,australian reggae fusion,34.651.760.000.000.000,5.528.299.999.999.990,275271.43,5.612.600.000.000.000,98.800.994,13.212.200.000.000.000,-8.641.810.000.000.000,6.611.900.000.000.000,11.303.957,44.118,5.926.000.000.000.000,0
1,australian rock,14.164.954.715.055.600,5.501.188.021.887.450,23.361.392.107.835.000,7.175.132.442.526.280,2.818.555.538.152.410,20.874.189.802.901.800,-84.397.481.670.784,5.420.251.481.669.560,11.900.035.970.245.200,5.998.865.454.777.670,4.549.562.378.585.280,9
1,australian singer-songwriter,40.575,65.475,19.922.316.666.666.600,5.500.833.333.333.330,"1,15E+11",23.399.999.999.999.900,-8.880.666.666.666.660,35.758.333.333.333.300,12.323.283.333.333.300,6.295,5.008.333.333.333.330,7
0,australian ska,"9,58E+09",31.266.666.666.666.600,21.172.466.666.666.600,9.946.666.666.666.660,1.827,1.561,-4.355.999.999.999.990,15.866.666.666.666.600,148.061,2.289,4.333.333.333.333.330,9
1,australian talent show,42.700.000.000.000.000,536,253886.5,6.160.000.000.000.000,2.395,0.11,-67.765,15.675,12.013.250.000.000.000,4.205,59.5,9
1,australian trap,1.951.111.111.111.110,7.566.666.666.666.660,1.776.155.555.555.550,5.748.888.888.888.880,"2,95E+11",23.502.222.222.222.200,-6.343.333.333.333.330,1.877.777.777.777.770,1.476.844.444.444.440,7.453.333.333.333.330,5.811.111.111.111.110,0
1,australian underground hip hop,3.323.333.333.333.330,535,239449.0,7.776.666.666.666.660,0.0,42.200.000.000.000.000,-5.503.999.999.999.990,2.144,11.503.433.333.333.300,481,5.666.666.666.666.660,0
1,austrian choir,9.503.240.740.740.740,22.455.555.555.555.500,3.206.899.074.074.070,2.596.279.166.666.660,4.253.881.032.407.400,24.920.972.222.222.200,-18.347.583.333.333.300,5.854.490.740.740.740,9.897.342.129.629.630,1.626.189.814.814.810,12.106.481.481.481.400,2
1,austrian classical piano,9.880.094.696.969.690,34.636.066.017.316.000,40.360.799.783.549.700,10.115.783.549.783.500,8.503.687.770.562.770,10.202.613.636.363.600,-24.528.226.190.476.100,4.624.986.471.861.470,11.682.928.111.471.800,2.386.801.677.489.170,22.017.857.142.857.100,5
1,austrian orchestra,9.533.671.100.951.630,2.380.837.077.892.420,3.671.289.643.346.470,1.354.660.233.691.240,4.745.567.256.382.520,20.078.593.658.250.100,-20.683.071.314.393.800,456.140.214.747.085,12.179.752.735.951.400,19.205.756.636.281.400,19.933.588.252.290.500,10
0,austrian pop,2.983.333.333.333.330,4.861.666.666.666.660,23.705.316.666.666.600,5.018.333.333.333.330,20.777.583.333.333.300,17.436.666.666.666.600,-10.133.333.333.333.300,6.160.833.333.333.330,11.864.341.666.666.600,19.625,49.75,1
1,austro-german modernism,8.234.904.761.904.760,3.656.761.904.761.900,23.041.311.428.571.400,2.530.828.571.428.570,5.179.118.417.619.040,2.809.033.333.333.330,-17.579.171.428.571.400,4.812.238.095.238.090,10.785.291.428.571.400,3.796.333.333.333.330,4.323.809.523.809.520,5
0,austropop,21.876,7.496,262367.8,7.114,7.976.839.999.999.990,12.028,-101.848,6.620.000.000.000.000,12.904.479.999.999.900,8.437.999.999.999.990,55.4,9
1,autoharp,8.859.999.999.999.990,727,148467.0,265,0.0,7.190.000.000.000.000,-14.013,804,108.762,809,35.0,11
1,autonomous black metal,9.797.942.647.058.820,2.636.813.725.490.190,31.549.923.529.411.700,8.167.303.921.568.620,7.813.887.254.901.950,2.876.254.901.960.780,-8.740.352.941.176.470,7.168.039.215.686.270,11.668.936.764.705.800,2.253.906.862.745.090,39.181.372.549.019.600,11
1,avant-garde,8.993.910.920.047.030,3.162.635.067.607.280,33.721.059.685.332.100,1.704.490.737.066.430,552.836.065.585.832,16.521.017.666.078.700,-24.667.660.930.335.000,5.014.151.940.035.270,9.904.992.567.754.260,2.729.890.880.364.490,25.726.112.580.834.800,5
1,avant-garde jazz,7.199.908.334.130.860,4.504.958.331.128.300,357.266.344.224.626,33.027.147.040.636.300,4.293.424.741.480.470,16.385.437.114.118.100,-15.734.473.549.890.300,6.506.828.000.444.180,1.078.315.558.917.900,4.284.729.678.621.220,2.477.389.567.701.900,5
1,avant-garde metal,459.935,396,278513.5,9.309.999.999.999.990,8.009.999.999.999.990,4.505,-54.895,8.695,16.295.750.000.000.000,12.495,48.0,7
1,axe,2.664.007.407.407.400,6.280.185.185.185.180,24.223.698.148.148.100,6.983.703.703.703.700,2.017.932.222.222.220,16.421.666.666.666.600,-9.240.092.592.592.590,7.939.444.444.444.440,11.777.594.444.444.400,7.105.555.555.555.550,555.925.925.925.926,7
0,azeri traditional,8.355,42.975,255004.25,2.745,42.045,14.644.999.999.999.900,-14.934.500.000.000.000,389,10.040.225,51.375,41.75,5
0,azonto,17.508.503.896.103.800,7.055.428.571.428.570,188.412.025.974.026,7.405.766.233.766.230,29.133.309.090.909.000,15.850.545.454.545.400,-5.415.332.467.532.460,1.808.716.883.116.880,11.504.859.740.259.700,5.983.090.909.090.910,43.412.987.012.987.000,11
1,azontobeats,13.042.920.142.857.100,6.218.571.428.571.420,22.228.142.857.142.800,7.192.857.142.857.140,11.774.798.571.428.500,1.263,-6.674.428.571.428.570,1.465.857.142.857.140,13.027.357.142.857.100,7.131.428.571.428.570,25.285.714.285.714.200,11
1,bachata,3.364.129.261.746.940,7.739.951.804.134.320,2.400.300.010.567.600,6.314.427.518.951.100,4.319.927.916.083.410,1.486.405.155.774.340,-6.679.586.300.709.790,48.075.099.884.469.200,12.773.571.833.038.300,8.091.067.343.951.740,4.815.279.326.049.070,9
1,bachata dominicana,3.854.180.309.557.650,756.246.103.703.401,25.720.398.054.882.500,6.060.298.667.720.730,27.163.606.267.099.800,1.648.350.399.927.770,-7.226.152.927.176.660,5.149.333.502.295.920,12.596.365.049.831.800,8.351.369.012.331.350,4.495.009.877.612.330,7
1,background music,8.894.077.777.777.770,25.813.194.444.444.400,18.454.944.675.925.900,11.130.506.944.444.400,8.253.185.441.203.700,12.746.064.814.814.800,-25.691.812.500.000.000,44.228.703.703.703.700,8.701.200.231.481.480,13.365.370.370.370.300,6.171.527.777.777.770,7
1,background piano,6.606.171.000.000.000,44.905,175507.8,3.364.948.333.333.330,5.067.824.958.333.330,13.624.833.333.333.300,-16.753.508.333.333.300,6.778.583.333.333.330,10.597.138.333.333.300,2.700.633.333.333.330,4.874.166.666.666.660,6
1,baglama,691,477,166267.0,328,2.58e-05,339,-16.15,364,90.403,561,1.0,11
1,bahai,534,536,166173.0,206,0.0,963,-11.515.999.999.999.900,307,170.709,434,26.0,5
1,bahamian folk,6.903.851.851.851.850,6.405.555.555.555.550,1.700.274.407.407.400,6.558.148.148.148.140,3.802.227.091.111.110,23.476.148.148.148.100,-9.435.337.037.037.030,7.664.814.814.814.810,11.381.785.925.925.900,7.177.222.222.222.220,42.111.111.111.111.000,10
0,bahamian pop,6.403.333.333.333.330,8.157.777.777.777.770,1.998.445.555.555.550,8.758.888.888.888.880,7.558.333.333.333.330,16.840.000.000.000.000,-4.581.333.333.333.330,8.537.777.777.777.770,12.327.333.333.333.300,8.433.333.333.333.330,5.022.222.222.222.220,11
1,baiao,8.295.999.999.999.990,6.908.000.000.000.000,15.268.073.333.333.300,39.676.666.666.666.600,34.910.167.133.333.300,19.942.666.666.666.600,-136.313,54.390.000.000.000.000,1.169.571,7.790.666.666.666.660,7.1,5
1,bajki,9.520.000.000.000.000,563,118187.0,2.251,131.305,106,-13.48,3.975,1.489.555,453,50.0,11
1,bakersfield sound,6.140.845.958.114.280,6.227.218.283.478.170,16.220.652.248.596.000,4.554.936.997.719.270,1.845.848.373.476.980,17.513.888.660.632.600,-10.749.787.764.760.200,400.574.174.837.122,11.564.743.444.418.600,7.179.125.604.200.550,24.500.244.188.649.200,7
1,balearic,16.054.000.000.000.000,6.295.000.000.000.000,484156.5,7.965,42.728,3.223,-99.195,437,126.75,8.665,29.5,2
1,balkan brass,52.605,544,232453.25,57.275,4.09e-06,14.975,-7.815.749.999.999.990,4.125,97.484,4.575,44.75,7
0,balkan classical piano,991,31.799.999.999.999.900,308916.5,12.015,9.175,100.975,-309.315,3.995,1.237.385,124.025,45.25,3
1,ballet class,7.896.904.761.904.760,39.752.413.419.913.400,24.885.104.707.792.200,21.985.700.216.450.200,44.437.988.229.437.200,17.013.160.173.160.100,-2.083.672.132.034.630,4.712.034.632.034.630,10.747.065.746.753.200,3.912.536.255.411.250,3.496.266.233.766.230,7
1,ballroom,6.997.994.703.710.020,3.638.109.810.275.920,18.238.647.339.204.100,34.341.822.923.665.000,5.834.548.405.589.920,16.778.586.189.034.500,-13.035.676.386.865.000,3.752.347.607.755.860,12.014.432.541.490.000,44.266.951.626.830.300,2.212.768.068.657.100,7
1,baltic classical,8.267.500.000.000.000,23.675,533545.25,1.940.675,925.706,9.545,-3.347.625,7.002.499.999.999.990,78.051,1.042,50.75,5
